sku_group_id,branch_id,sku_item_code
251,1,280000540000
251,1,280000690000
251,1,280001570000
251,1,280001630000
251,1,280001720000
251,1,280001840000
251,1,280002570000
251,1,280002720000
251,1,280002780000
251,1,280003180000
251,1,280003290000
251,1,280003740000
251,1,280003990000
251,1,280004060000
251,1,280004640000
251,1,280004670000
251,1,280004740000
251,1,280005630000
251,1,280005960000
251,1,280007140000
251,1,280028720000
251,1,280029800000
251,1,280029810000
251,1,280033750000
251,1,280033780000
251,1,280037520000
251,1,280038280000
251,1,280003990001
251,1,280003990002
251,1,280003990003
251,1,280003990004
251,1,280003990005
251,1,280003990006
251,1,280004060001
251,1,280004060002
251,1,280004060003
251,1,280004060004
251,1,280004060005
251,1,280004060006
251,1,280001630001
251,1,280001630002
251,1,280001630003
251,1,280001630004
251,1,280001630005
251,1,280001630006
251,1,280001630007
251,1,280001720001
251,1,280001720002
251,1,280001720003
251,1,280001720004
251,1,280001720005
251,1,280003740001
251,1,280003740002
251,1,280003740003
251,1,280003740004
251,1,280003740005
251,1,280003740006
251,1,280003740007
251,1,280003740008
251,1,280003740009
251,1,280003740010
251,1,280003740011
251,1,280007140001
251,1,280007140002
251,1,280001570001
251,1,280001570002
251,1,280001570003
251,1,280001570004
251,1,280001570005
251,1,280001570006
251,1,280001570007
251,1,280001570008
251,1,280001570009
251,1,280001570010
251,1,280001570011
251,1,280001570012
251,1,280001570013
251,1,280003180001
251,1,280003180002
251,1,280003180003
251,1,280003180004
251,1,280003180005
251,1,280003180006
251,1,280003180007
251,1,280003180008
251,1,280003180009
251,1,280003180010
251,1,280003290001
251,1,280003290002
251,1,280003290003
251,1,280003290004
251,1,280003290005
251,1,280000690001
251,1,280000690002
251,1,280000690003
251,1,280000690004
251,1,280000690005
251,1,280000690006
251,1,280004740001
251,1,280004670001
251,1,280004670002
251,1,280000540001
251,1,280000540002
251,1,280004640001
251,1,280004640002
251,1,280004640003
251,1,280004640004
251,1,280004640005
251,1,280002570001
251,1,280002570002
251,1,280002570003
251,1,280002570004
251,1,280002570005
251,1,280002570006
251,1,280002570007
251,1,280002570008
251,1,280002570009
251,1,280002570010
251,1,280005630001
251,1,280005630002
251,1,280005630003
251,1,280005630004
251,1,280038280001
251,1,280038280002
251,1,280038280003
251,1,280038280004
251,1,280038280005
251,1,280038280006
251,1,280038280007
251,1,280038280008
251,1,280038280009
251,1,280038280010
251,1,280038280011
251,1,280038280012
251,1,280037520001
251,1,280037520002
251,1,280037520003
