sku_group_id,branch_id,sku_item_code
250,1,280000040000
250,1,280000260000
250,1,280000270000
250,1,280007210000
250,1,280007340000
250,1,280007470000
250,1,280007520000
250,1,280007660000
250,1,280007690000
250,1,280007750000
250,1,280007760000
250,1,280007780000
250,1,280007890000
250,1,280007980000
250,1,280008000000
250,1,280008020000
250,1,280008150000
250,1,280008170000
250,1,280008180000
250,1,280008200000
250,1,280008250000
250,1,280008390000
250,1,280008670000
250,1,280008770000
250,1,280008880000
250,1,280008890000
250,1,280008960000
250,1,280009080000
250,1,280009170000
250,1,280009210000
250,1,280009310000
250,1,280009420000
250,1,280009430000
250,1,280009600000
250,1,280009930000
250,1,280009970000
250,1,280010030000
250,1,280010040000
250,1,280010130000
250,1,280010140000
250,1,280010170000
250,1,280010250000
250,1,280010290000
250,1,280010370000
250,1,280010970000
250,1,280011090000
250,1,280011120000
250,1,280011170000
250,1,280011200000
250,1,280011420000
250,1,280011500000
250,1,280011640000
250,1,280011810000
250,1,280011940000
250,1,280012130000
250,1,280012290000
250,1,280012390000
250,1,280012640000
250,1,280012670000
250,1,280012690000
250,1,280012740000
250,1,280013550000
250,1,280013770000
250,1,280013780000
250,1,280013810000
250,1,280013950000
250,1,280013960000
250,1,280014010000
250,1,280014090000
250,1,280014130000
250,1,280014320000
250,1,280014450000
250,1,280014480000
250,1,280014490000
250,1,280014520000
250,1,280014560000
250,1,280014660000
250,1,280014790000
250,1,280015190000
250,1,280015230000
250,1,280015320000
250,1,280015350000
250,1,280015500000
250,1,280015520000
250,1,280015670000
250,1,280015690000
250,1,280015700000
250,1,280015730000
250,1,280015830000
250,1,280016070000
250,1,280016090000
250,1,280016150000
250,1,280016220000
250,1,280016240000
250,1,280016360000
250,1,280016470000
250,1,280016930000
250,1,280017000000
250,1,280017150000
250,1,280017300000
250,1,280017370000
250,1,280017430000
250,1,280017440000
250,1,280017540000
250,1,280017590000
250,1,280017600000
250,1,280017620000
250,1,280017840000
250,1,280018060000
250,1,280018080000
250,1,280018090000
