sku_group_id,branch_id,sku_item_code
298,1,280000010001
298,1,280000020001
298,1,280000030002
298,1,280000030005
298,1,280000050001
298,1,280000060001
298,1,280000060002
298,1,280000070001
298,1,280000080001
298,1,280000080002
298,1,280000090001
298,1,280000150002
298,1,280000150004
298,1,280000160003
298,1,280000160005
298,1,280000160007
298,1,280000170001
298,1,280000170002
298,1,280000170003
298,1,280000170004
298,1,280000170005
298,1,280000170006
298,1,280000170007
298,1,280000180003
298,1,280000180004
298,1,280000180005
298,1,280000180007
298,1,280000210004
298,1,280000210006
298,1,280000210007
298,1,280000220001
298,1,280000220002
298,1,280000220005
298,1,280000220006
298,1,280000220007
298,1,280000230001
298,1,280000230006
298,1,280000250001
298,1,280000280001
298,1,280000280002
298,1,280000280003
298,1,280000280004
298,1,280000280005
298,1,280000280006
298,1,280000290001
298,1,280000290002
298,1,280000290003
298,1,280000290004
298,1,280000290005
298,1,280000290006
298,1,280000320001
298,1,280000320002
298,1,280000320003
298,1,280000320004
298,1,280000320005
298,1,280000320006
298,1,280000330001
298,1,280000330002
298,1,280000330003
298,1,280000330004
298,1,280000330005
298,1,280000330006
298,1,280000340001
298,1,280000340002
298,1,280000340003
298,1,280000340004
298,1,280000340005
298,1,280000340006
298,1,280000350001
298,1,280000350002
298,1,280000350003
298,1,280000350004
298,1,280000350005
298,1,280000350006
298,1,280000360001
298,1,280000360002
298,1,280000360003
298,1,280000360004
298,1,280000360005
298,1,280000360006
298,1,280000370001
298,1,280000370002
298,1,280000370003
298,1,280000370004
298,1,280000370005
298,1,280000370006
298,1,280000380001
298,1,280000380002
298,1,280000380003
298,1,280000380004
298,1,280000380005
298,1,280000380006
298,1,280000390001
298,1,280000400005
298,1,280000410007
298,1,280000410009
298,1,280000410010
298,1,280000410011
298,1,280000410015
298,1,280000410016
298,1,280000410017
298,1,280000410018
298,1,280000410019
298,1,280000410020
298,1,280000420002
298,1,280000420003
298,1,280000440001
298,1,280000440003
298,1,280000440010
298,1,280000440011
298,1,280000440012
298,1,280000440014
298,1,280000440015
298,1,280000440016
298,1,280000440017
298,1,280000450002
298,1,280000450005
298,1,280000460005
298,1,280000460007
298,1,280000470007
298,1,280000470008
298,1,280000470009
298,1,280000470010
298,1,280000480006
298,1,280000490002
298,1,280000490004
298,1,280000510005
298,1,280000520001
298,1,280000520002
298,1,280000520003
298,1,280000520004
298,1,280000530002
298,1,280000530003
298,1,280000530004
298,1,280000560001
298,1,280000560002
298,1,280000560003
298,1,280000560004
298,1,280000560005
298,1,280000570002
298,1,280000580001
298,1,280000600002
298,1,280000600003
298,1,280000600004
298,1,280000610001
298,1,280000610002
298,1,280000620003
298,1,280000620004
298,1,280000620005
298,1,280000630001
